date,total_pickup,is_holiday,is_weekend,season,temp,humidity,precip,precipprob,snow,windgust,windspeed,cloudcover,visibility,severerisk,icon
2024-04-15,13858,0,0,2,22.1,54.6,3.45,100,0.0,25.9,15.9,75.0,16.0,30.0,rain
2024-04-16,15857,0,0,2,19.4,42.8,0.0,0,0.0,40.7,26.0,49.1,16.0,10.0,partly-cloudy-day
2024-04-17,15597,0,0,2,18.1,59.4,0.0,0,0.0,16.6,19.8,87.9,16.0,10.0,partly-cloudy-day
2024-04-18,16517,0,0,2,19.2,70.0,0.0,0,0.0,38.9,22.0,70.3,14.7,10.0,partly-cloudy-day
2024-04-19,13274,0,0,2,12.7,79.7,0.318,100,0.0,25.9,16.3,99.9,16.0,10.0,rain
2024-04-20,18992,0,1,2,17.1,57.3,0.359,100,0.0,45.1,30.2,79.4,16.0,10.0,rain
2024-04-21,11384,0,1,2,11.1,40.1,0.0,0,0.0,44.6,24.6,81.4,16.0,10.0,partly-cloudy-day
2024-04-22,13112,0,0,2,12.0,39.3,0.0,0,0.0,38.9,21.4,27.2,16.0,10.0,partly-cloudy-day
2024-04-23,15244,0,0,2,14.7,50.4,0.0,0,0.0,41.7,25.3,43.0,16.0,10.0,partly-cloudy-day
2024-04-24,15870,0,0,2,18.8,43.1,0.0,0,0.0,43.9,29.1,75.0,16.0,10.0,partly-cloudy-day
2024-04-25,14792,0,0,2,13.6,58.3,0.0,0,0.0,27.7,22.6,84.2,16.0,10.0,partly-cloudy-day
2024-04-26,15422,0,0,2,12.9,50.8,0.0,0,0.0,33.5,24.8,69.1,16.0,10.0,partly-cloudy-day
2024-04-27,11717,0,1,2,13.2,69.0,0.81,100,0.0,25.9,16.2,97.3,15.7,10.0,rain
2024-04-28,17877,0,1,2,19.5,70.6,0.0,0,0.0,16.6,16.0,62.1,15.8,10.0,partly-cloudy-day
2024-04-29,14548,0,0,2,24.0,63.5,0.0,0,0.0,29.5,20.9,35.8,16.0,30.0,partly-cloudy-day
2024-04-30,16145,0,0,2,23.3,60.0,0.048,100,0.0,44.1,24.9,68.3,16.0,10.0,rain
2024-05-01,16810,0,0,2,23.3,59.2,0.018,100,0.0,29.5,19.2,47.0,16.0,10.0,rain
2024-05-02,16687,0,0,2,24.3,60.0,0.0,0,0.0,31.5,17.9,33.7,16.0,10.0,partly-cloudy-day
2024-05-03,16805,0,0,2,20.1,64.7,0.0,0,0.0,45.0,25.1,69.6,16.0,10.0,partly-cloudy-day
2024-05-04,7933,0,1,2,12.3,88.5,19.715,100,0.0,24.1,17.2,100.0,11.0,10.0,rain
2024-05-05,9360,0,1,2,17.0,88.6,14.47,100,0.0,24.1,12.7,98.8,13.4,10.0,rain
2024-05-06,13203,0,0,2,21.7,82.7,0.289,100,0.0,11.2,12.6,97.4,15.2,10.0,rain
2024-05-07,15788,0,0,2,22.4,81.8,0.561,100,0.0,11.2,17.8,86.6,14.2,10.0,rain
2024-05-08,17161,0,0,2,25.3,65.1,0.0,0,0.0,42.5,24.0,83.4,15.9,30.0,partly-cloudy-day
2024-05-09,14880,0,0,2,21.1,65.9,1.025,100,0.0,22.3,19.8,89.0,15.9,10.0,rain
2024-05-10,9060,0,0,2,14.0,86.5,3.826,100,0.0,38.9,22.5,98.6,12.3,10.0,rain
2024-05-11,14822,0,1,2,13.6,68.6,2.545,100,0.0,29.5,19.8,76.6,15.5,10.0,rain
2024-05-12,12327,0,1,2,15.1,68.0,14.365,100,0.0,55.4,23.4,77.1,15.7,10.0,rain
2024-05-13,15099,0,0,2,17.8,67.1,0.0,0,0.0,38.1,23.2,38.4,15.8,10.0,partly-cloudy-day
2024-05-14,10230,0,0,2,18.3,81.6,5.337,100,0.0,53.6,17.2,91.9,15.2,10.0,rain
2024-05-15,12108,0,0,2,17.6,84.4,2.996,100,0.0,27.7,19.8,98.7,13.6,10.0,rain
2024-05-16,17117,0,0,2,21.0,66.5,0.0,0,0.0,40.8,27.4,56.8,16.0,10.0,partly-cloudy-day
2024-05-17,15216,0,0,2,19.0,74.8,0.0,0,0.0,18.4,17.3,89.2,15.9,10.0,partly-cloudy-day
2024-05-18,7285,0,1,2,17.4,86.0,13.982,100,0.0,16.6,12.7,97.7,12.8,10.0,rain
2024-05-19,15529,0,1,2,20.0,77.3,0.0,0,0.0,13.0,10.9,86.6,13.8,10.0,partly-cloudy-day
2024-05-20,15140,0,0,2,20.1,78.4,0.0,0,0.0,13.0,14.2,82.0,15.6,10.0,partly-cloudy-day
2024-05-21,16474,0,0,2,22.4,70.7,0.0,0,0.0,16.6,19.7,49.5,15.7,10.0,partly-cloudy-day
2024-05-22,15768,0,0,2,24.2,71.8,0.0,0,0.0,24.1,19.9,56.0,16.0,30.0,partly-cloudy-day
2024-05-23,14566,0,0,2,25.2,70.1,0.577,100,0.0,24.1,17.5,82.7,15.6,10.0,rain
2024-05-24,15252,0,0,2,25.3,64.4,0.267,100,0.0,7.6,17.2,79.4,16.0,10.0,rain
2024-05-25,14762,0,1,2,25.5,66.8,0.426,100,0.0,16.6,20.2,73.2,15.9,10.0,rain
2024-05-26,15287,0,1,2,25.3,72.1,0.802,100,0.0,59.4,30.0,72.4,15.8,30.0,rain
2024-05-27,11560,1,0,2,23.3,80.8,0.873,100,0.0,59.0,28.5,84.2,15.6,30.0,rain
2024-05-28,14715,0,0,2,22.7,63.3,0.35,100,0.0,69.9,35.8,53.4,15.4,10.0,rain
2024-05-29,12645,0,0,2,19.1,71.6,0.485,100,0.0,60.8,16.9,55.1,15.5,10.0,rain
2024-05-30,16342,0,0,2,19.4,54.2,0.011,100,0.0,38.5,25.6,47.5,16.0,10.0,rain
2024-05-31,16858,0,0,2,19.7,41.0,0.0,0,0.0,41.2,23.4,19.9,15.9,10.0,clear-day
2024-06-01,18468,0,1,3,21.4,49.3,0.0,0,0.0,14.8,22.2,48.7,15.9,10.0,partly-cloudy-day
2024-06-02,15879,0,1,3,22.8,61.8,0.0,0,0.0,42.5,29.1,84.6,16.0,10.0,partly-cloudy-day
2024-06-03,15035,0,0,3,25.3,64.0,0.267,100,0.0,11.2,14.3,71.1,16.0,30.0,rain
2024-06-04,16720,0,0,3,26.0,67.6,0.0,0,0.0,44.6,30.5,50.0,15.7,30.0,partly-cloudy-day
2024-06-05,13530,0,0,3,24.5,82.2,10.804,100,0.0,27.7,23.2,92.1,14.7,30.0,rain
2024-06-06,16538,0,0,3,26.5,73.3,0.0,0,0.0,53.6,27.1,79.2,16.0,30.0,partly-cloudy-day
2024-06-07,18193,0,0,3,26.3,45.3,0.0,0,0.0,51.8,35.7,60.1,16.0,10.0,partly-cloudy-day
2024-06-08,20504,0,1,3,24.4,41.9,0.0,0,0.0,37.1,25.6,39.3,16.0,10.0,partly-cloudy-day
2024-06-09,16988,0,1,3,24.8,45.6,0.0,0,0.0,49.5,33.5,76.3,16.0,10.0,partly-cloudy-day
2024-06-10,14773,0,0,3,23.5,43.3,0.011,100,0.0,43.5,28.8,64.5,16.0,10.0,rain
2024-06-11,17045,0,0,3,20.8,57.6,0.283,100,0.0,43.7,24.9,65.0,16.0,10.0,rain
2024-06-12,17818,0,0,3,22.4,56.9,0.0,0,0.0,14.8,17.9,46.1,16.0,10.0,partly-cloudy-day
2024-06-13,16883,0,0,3,25.9,64.6,0.0,0,0.0,31.7,23.2,39.1,16.0,10.0,partly-cloudy-day
2024-06-14,16302,0,0,3,27.4,58.9,0.09,100,0.0,50.0,32.1,62.9,15.9,30.0,rain
2024-06-15,18044,0,1,3,25.2,54.8,0.0,0,0.0,35.3,25.0,35.6,16.0,10.0,partly-cloudy-day
2024-06-16,15666,0,1,3,25.5,52.4,0.0,0,0.0,38.9,21.3,48.2,16.0,10.0,partly-cloudy-day
2024-06-17,13545,0,0,3,26.9,59.7,0.0,0,0.0,35.3,23.2,45.7,16.0,10.0,partly-cloudy-day
2024-06-18,16668,0,0,3,27.9,58.8,0.0,0,0.0,40.7,22.1,50.8,16.0,10.0,partly-cloudy-day
2024-06-19,16658,1,0,3,27.1,59.3,0.0,0,0.0,18.4,20.2,71.1,16.0,10.0,partly-cloudy-day
2024-06-20,15833,0,0,3,27.3,60.2,0.0,0,0.0,14.8,17.6,74.7,16.0,10.0,partly-cloudy-day
2024-06-21,15727,0,0,3,28.7,59.3,0.0,0,0.0,27.7,23.0,33.3,15.8,10.0,partly-cloudy-day
2024-06-22,15594,0,1,3,30.8,55.7,0.0,0,0.0,34.7,21.7,15.3,15.8,10.0,clear-day
2024-06-23,13479,0,1,3,31.8,53.0,0.0,0,0.0,48.1,28.3,66.7,16.0,30.0,partly-cloudy-day
2024-06-24,14924,0,0,3,29.4,43.3,0.0,0,0.0,52.4,36.1,51.0,16.0,30.0,partly-cloudy-day
2024-06-25,16370,0,0,3,27.7,40.8,0.0,0,0.0,38.6,24.2,44.1,16.0,10.0,partly-cloudy-day
2024-06-26,15268,0,0,3,29.7,54.4,9.735,100,0.0,75.8,46.0,74.1,15.7,30.0,rain
2024-06-27,16641,0,0,3,26.9,60.7,3.051,100,0.0,31.5,17.7,70.1,15.8,10.0,rain
2024-06-28,16816,0,0,3,25.3,50.6,0.0,0,0.0,33.5,24.9,52.2,16.0,10.0,partly-cloudy-day
2024-06-29,17126,0,1,3,27.8,69.6,0.0,0,0.0,37.1,25.7,76.1,16.0,30.0,partly-cloudy-day
2024-06-30,13734,0,1,3,29.9,68.9,3.668,100,0.0,43.9,27.2,83.7,16.0,60.0,rain
2024-07-01,15806,0,0,3,23.5,46.2,0.0,0,0.0,56.0,34.4,60.8,15.9,10.0,partly-cloudy-day
2024-07-02,16618,0,0,3,24.7,49.5,0.0,0,0.0,20.5,20.0,46.1,16.0,10.0,partly-cloudy-day
2024-07-03,17379,0,0,3,25.8,61.2,0.0,0,0.0,33.5,22.0,56.3,16.0,10.0,partly-cloudy-day
2024-07-04,16860,1,0,3,27.2,70.6,6.101,100,0.0,53.6,19.5,82.4,15.0,30.0,rain
2024-07-05,14805,0,0,3,29.7,72.9,0.0,0,0.0,35.3,20.5,73.0,13.9,60.0,partly-cloudy-day
2024-07-06,14162,0,1,3,32.2,55.6,0.0,0,0.0,42.5,23.2,61.2,16.0,30.0,partly-cloudy-day
2024-07-07,13122,0,1,3,31.6,41.7,0.0,0,0.0,37.1,21.5,79.1,16.0,30.0,partly-cloudy-day
2024-07-08,13948,0,0,3,31.1,54.8,0.0,0,0.0,29.5,23.7,74.9,16.0,30.0,partly-cloudy-day
2024-07-09,15298,0,0,3,31.2,65.1,0.0,0,0.0,20.5,19.8,67.5,16.0,30.0,partly-cloudy-day
2024-07-10,14871,0,0,3,31.0,68.2,3.664,100,0.0,62.6,32.7,76.4,15.8,30.0,rain
2024-07-11,16944,0,0,3,29.1,48.5,0.0,0,0.0,37.1,21.6,63.7,16.0,10.0,partly-cloudy-day
2024-07-12,12823,0,0,3,26.4,71.3,3.316,100,0.0,14.8,20.6,91.8,15.4,30.0,rain
2024-07-13,16500,0,1,3,28.0,71.0,1.188,100,0.0,16.6,17.3,68.3,16.0,30.0,rain
2024-07-14,14648,0,1,3,31.3,60.8,0.0,0,0.0,31.8,17.1,33.4,16.0,30.0,partly-cloudy-day
2024-07-15,13453,0,0,3,32.1,51.1,0.0,0,0.0,49.8,26.4,53.6,16.0,30.0,partly-cloudy-day
2024-07-16,14912,0,0,3,32.7,52.7,0.0,0,0.0,48.8,30.8,52.5,15.8,30.0,partly-cloudy-day
2024-07-17,12703,0,0,3,31.3,55.3,11.378,100,0.0,56.7,23.3,82.8,15.7,30.0,rain
2024-07-18,16912,0,0,3,27.4,63.5,0.0,0,0.0,25.9,18.5,81.2,16.0,10.0,partly-cloudy-day
2024-07-19,17480,0,0,3,26.8,56.0,0.0,0,0.0,27.7,19.4,69.1,16.0,10.0,partly-cloudy-day
2024-07-20,15866,0,1,3,25.7,74.4,0.594,100,0.0,20.5,16.6,86.3,15.9,10.0,rain
2024-07-21,16118,0,1,3,27.5,64.0,0.133,100,0.0,31.7,23.0,62.2,15.8,30.0,rain
2024-07-22,11673,0,0,3,25.9,82.9,29.676,100,0.0,42.5,24.6,91.2,14.4,30.0,rain
2024-07-23,16271,0,0,3,27.1,67.6,1.956,100,0.0,33.5,23.2,78.7,15.8,30.0,rain
2024-07-24,16210,0,0,3,26.7,76.5,0.087,100,0.0,18.4,15.8,91.5,16.0,30.0,rain
2024-07-25,16799,0,0,3,26.2,76.5,13.914,100,0.0,47.7,20.2,85.1,15.7,30.0,rain
2024-07-26,17878,0,0,3,25.5,56.1,0.0,0,0.0,35.3,22.6,84.0,15.8,10.0,partly-cloudy-day
2024-07-27,19462,0,1,3,26.2,52.3,0.0,0,0.0,25.9,12.7,28.3,15.9,10.0,partly-cloudy-day
2024-07-28,16756,0,1,3,26.8,54.2,0.0,0,0.0,18.4,19.8,21.3,16.0,10.0,partly-cloudy-day
2024-07-29,14451,0,0,3,27.6,63.6,6.24,100,0.0,60.8,22.0,54.7,15.9,30.0,rain
2024-07-30,16534,0,0,3,26.4,75.1,0.999,100,0.0,36.7,26.3,91.2,16.0,30.0,rain
2024-07-31,15394,0,0,3,26.7,76.0,9.117,100,0.0,53.7,29.1,77.0,15.4,30.0,rain
2024-08-01,16094,0,0,3,29.6,64.5,0.0,0,0.0,18.4,17.1,47.8,15.9,30.0,partly-cloudy-day
2024-08-02,15781,0,0,3,31.2,61.9,0.0,0,0.0,49.1,27.6,59.8,16.0,30.0,partly-cloudy-day
2024-08-03,14301,0,1,3,27.9,71.1,4.034,100,0.0,59.0,34.6,63.8,15.7,30.0,rain
2024-08-04,15022,0,1,3,26.6,74.4,0.0,0,0.0,27.7,20.2,74.1,16.0,30.0,partly-cloudy-day
2024-08-05,14809,0,0,3,28.7,68.4,0.0,0,0.0,35.3,25.3,48.5,16.0,30.0,partly-cloudy-day
2024-08-06,15994,0,0,3,29.2,72.1,0.0,0,0.0,38.9,26.9,57.7,16.0,30.0,partly-cloudy-day
2024-08-07,16103,0,0,3,27.5,75.2,0.318,100,0.0,37.1,20.0,89.0,16.0,30.0,rain
2024-08-08,9383,0,0,3,25.9,86.0,22.392,100,0.0,37.1,20.0,96.5,13.6,30.0,rain
2024-08-09,10344,0,0,3,27.0,82.4,43.984,100,0.0,65.8,37.9,90.8,13.9,30.0,rain
2024-08-10,17789,0,1,3,27.8,66.3,9.891,100,0.0,48.2,16.4,61.0,16.0,30.0,rain
2024-08-11,16323,0,1,3,24.9,57.8,0.0,0,0.0,38.9,22.7,62.3,15.9,10.0,partly-cloudy-day
2024-08-12,15883,0,0,3,24.8,52.6,0.0,0,0.0,34.4,25.4,59.6,15.8,10.0,partly-cloudy-day
2024-08-13,17218,0,0,3,25.0,53.1,0.0,0,0.0,27.7,15.2,62.6,15.9,10.0,partly-cloudy-day
2024-08-14,17664,0,0,3,24.8,56.6,0.0,0,0.0,38.9,25.5,33.1,15.2,10.0,partly-cloudy-day
2024-08-15,17572,0,0,3,25.9,55.9,0.0,0,0.0,31.7,20.1,35.1,15.7,10.0,partly-cloudy-day
2024-08-16,17437,0,0,3,26.3,60.6,0.0,0,0.0,25.9,21.1,75.8,15.7,10.0,partly-cloudy-day
2024-08-17,16546,0,1,3,25.3,75.4,4.636,100,0.0,25.9,31.2,84.9,15.8,30.0,rain
2024-08-18,15358,0,1,3,25.7,76.4,0.0,0,0.0,25.9,21.5,64.3,15.6,30.0,partly-cloudy-day
2024-08-19,14927,0,0,3,25.9,64.2,0.272,100,0.0,53.6,29.0,79.5,15.9,10.0,rain
2024-08-20,17338,0,0,3,21.3,54.6,0.0,0,0.0,40.7,27.0,68.8,16.0,10.0,partly-cloudy-day
2024-08-21,17926,0,0,3,20.0,47.9,0.0,0,0.0,40.7,23.6,42.6,16.0,10.0,partly-cloudy-day
2024-08-22,17716,0,0,3,20.7,49.3,0.0,0,0.0,31.7,15.6,35.0,16.0,10.0,partly-cloudy-day
2024-08-23,18078,0,0,3,22.5,51.7,0.0,0,0.0,13.0,21.1,27.2,15.9,10.0,partly-cloudy-day
2024-08-24,20062,0,1,3,23.4,59.6,0.0,0,0.0,20.5,20.6,39.1,16.0,10.0,partly-cloudy-day
2024-08-25,17287,0,1,3,24.5,60.3,0.0,0,0.0,20.5,21.4,34.4,15.9,10.0,partly-cloudy-day
2024-08-26,15784,0,0,3,25.4,70.1,3.64,100,0.0,83.2,46.1,67.5,15.4,30.0,rain
2024-08-27,17540,0,0,3,27.7,62.4,0.0,0,0.0,18.4,17.0,40.4,15.1,10.0,partly-cloudy-day
2024-08-28,16635,0,0,3,30.2,58.7,0.0,0,0.0,38.9,23.1,70.3,16.0,10.0,partly-cloudy-day
2024-08-29,12667,0,0,3,28.1,69.7,12.655,100,0.0,27.7,23.3,73.8,14.9,60.0,rain
2024-08-30,13992,0,0,3,22.9,87.6,6.238,100,0.0,18.4,19.8,99.2,12.8,10.0,rain
2024-08-31,16748,0,1,3,24.1,80.1,0.3,100,0.0,29.5,17.2,98.2,15.8,30.0,rain
